date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:03:22	3430/3430	---M--	200	added ('OK')	image/jpeg	etag:%22b26163a1790dc1:0%22	https://www.greenfacility.in/images/clients/genral-hospital/clinical_diagnostic.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/genral-hospital/clinical_diagnostic.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:24	3260/3260	---M--	200	added ('OK')	image/jpeg	etag:%223a51eba1790dc1:0%22	https://www.greenfacility.in/images/clients/genral-hospital/medisynth.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/genral-hospital/medisynth.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:25	3573/3573	---M--	200	added ('OK')	image/jpeg	etag:%22e7d5d8a0790dc1:0%22	https://www.greenfacility.in/images/clients/genral-hospital/Arjohuntheigh-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/genral-hospital/Arjohuntheigh-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:27	2974/2974	---M--	200	added ('OK')	image/jpeg	etag:%22db2cb4a3790dc1:0%22	https://www.greenfacility.in/images/clients/gym-and-health/Gympac-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/gym-and-health/Gympac-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:28	4586/4586	---M--	200	added ('OK')	image/jpeg	etag:%221fbdb6a3790dc1:0%22	https://www.greenfacility.in/images/clients/gym-and-health/Karmarkar-spa-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/gym-and-health/Karmarkar-spa-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:30	3006/3006	---M--	200	added ('OK')	image/jpeg	etag:%226d4f78a5790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/innovative-animation-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/innovative-animation-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:32	4691/4691	---M--	200	added ('OK')	image/jpeg	etag:%22b9dc6a6790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/RBK-International-Schoo-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/RBK-International-Schoo-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:33	3600/3600	---M--	200	added ('OK')	image/jpeg	etag:%221079f1a4790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/Hanumantha-High-School-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/Hanumantha-High-School-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:34	4620/4620	---M--	200	added ('OK')	image/jpeg	etag:%2280cf2a6790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/RBK-Global-School-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/RBK-Global-School-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:36	4859/4859	---M--	200	added ('OK')	image/jpeg	etag:%22c23d8fa6790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/Ryan-Global-School-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/Ryan-Global-School-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:37	10038/10038	---M--	200	added ('OK')	image/jpeg	etag:%2216ca7ca5790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/ICFALOGO.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/ICFALOGO.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:39	7856/7856	---M--	200	added ('OK')	image/jpeg	etag:%2227689a6790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/reetambhara.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/reetambhara.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:40	4785/4785	---M--	200	added ('OK')	image/jpeg	etag:%221079f1a4790dc1:0%22	https://www.greenfacility.in/images/clients/school-clg/ASM-logo.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/school-clg/ASM-logo.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:42	4526/4526	---M--	200	added ('OK')	image/jpeg	etag:%22d46f7ca8790dc1:0%22	https://www.greenfacility.in/images/clients/studio/Emsquare.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/studio/Emsquare.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:43	5346/5346	---M--	200	added ('OK')	image/jpeg	etag:%22bfd4caa7790dc1:0%22	https://www.greenfacility.in/images/clients/studio/Chandivali.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/studio/Chandivali.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:44	4848/4848	---M--	200	added ('OK')	image/jpeg	etag:%223e8151a8790dc1:0%22	https://www.greenfacility.in/images/clients/studio/Maya.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/studio/Maya.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:46	7873/7873	---M--	200	added ('OK')	image/jpeg	etag:%2298ba6a9790dc1:0%22	https://www.greenfacility.in/images/clients/studio/Reliance.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/studio/Reliance.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:47	2109/2109	---M--	200	added ('OK')	image/jpeg	etag:%22379fd7a8790dc1:0%22	https://www.greenfacility.in/images/clients/studio/Parchar.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/studio/Parchar.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:49	2627/2627	---M--	200	added ('OK')	image/jpeg	etag:%227c21c6a7790dc1:0%22	https://www.greenfacility.in/images/clients/showrooms/vasan.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/clients/showrooms/vasan.jpg	(from https://www.greenfacility.in/client.aspx)
09:03:51	18257/18257	---M--	200	added ('OK')	image/jpeg	etag:%22b443b87790dc1:0%22	https://www.greenfacility.in/images/service-img/3.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/service-img/3.jpg	(from https://www.greenfacility.in/service.aspx)
09:03:52	3656/3656	---M--	200	added ('OK')	image/png	etag:%22b3ff5a6d790dc1:0%22	https://www.greenfacility.in/images/leaf.png	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/leaf.png	(from https://www.greenfacility.in/hospitality-and-Housekeeping.aspx)
09:03:54	27212/27212	---M--	200	added ('OK')	image/jpeg	etag:%22734a18b790dc1:0%22	https://www.greenfacility.in/images/service-img/1.png	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/service-img/1.png	(from https://www.greenfacility.in/hospitality-and-Housekeeping.aspx)
09:03:58	43488/43488	---M--	200	added ('OK')	image/jpeg	etag:%2286ee488a790dc1:0%22	https://www.greenfacility.in/images/service-img/housekeeping2.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/service-img/housekeeping2.jpg	(from https://www.greenfacility.in/Housekeeping.aspx)
09:04:00	30957/30957	---M--	200	added ('OK')	image/jpeg	etag:%22f27bb7a790dc1:0%22	https://www.greenfacility.in/images/blog-img/blog-2-banner.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/blog-2-banner.jpg	(from https://www.greenfacility.in/blog.aspx)
09:04:02	33635/33635	---M--	200	added ('OK')	image/jpeg	etag:%222621967a790dc1:0%22	https://www.greenfacility.in/images/blog-img/blog-3-banner.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/blog-3-banner.jpg	(from https://www.greenfacility.in/blog.aspx)
09:04:02	640287/640287	---M--	200	added ('OK')	image/jpeg	etag:%221a9d5f89790dc1:0%22	https://www.greenfacility.in/images/service-img/2.jpg.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/service-img/2.jpg.jpg	(from https://www.greenfacility.in/Hospital_Medical.aspx)
09:04:03	30963/30963	---M--	200	added ('OK')	image/jpeg	etag:%2263df477b790dc1:0%22	https://www.greenfacility.in/images/blog-img/blog-4-banner.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/blog-4-banner.jpg	(from https://www.greenfacility.in/blog.aspx)
09:04:05	8692/8692	---M--	200	added ('OK')	image/png	etag:%22b3e3485790dc1:0%22	https://www.greenfacility.in/images/icons/telephone-call.png	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/icons/telephone-call.png	(from https://www.greenfacility.in/contact-us.aspx)
09:04:06	6104/6104	---M--	200	added ('OK')	image/png	etag:%22a5537d81790dc1:0%22	https://www.greenfacility.in/images/icons/email.png	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/icons/email.png	(from https://www.greenfacility.in/contact-us.aspx)
09:04:08	7277/7277	---M--	200	added ('OK')	image/png	etag:%22c911b83790dc1:0%22	https://www.greenfacility.in/images/icons/maps-and-flags.png	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/icons/maps-and-flags.png	(from https://www.greenfacility.in/contact-us.aspx)
09:04:10	66294/66294	---M--	200	added ('OK')	image/jpeg	etag:%2292aa297c790dc1:0%22	https://www.greenfacility.in/images/blog-img/inner-1.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/inner-1.jpg	(from https://www.greenfacility.in/setting-the-standerd.aspx)
09:04:12	33969/33969	---M--	200	added ('OK')	image/jpeg	etag:%22c9a38b7c790dc1:0%22	https://www.greenfacility.in/images/blog-img/inner-2.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/inner-2.jpg	(from https://www.greenfacility.in/setting-the-standerd.aspx)
09:04:13	30883/30883	---M--	200	added ('OK')	image/jpeg	etag:%22d911e07c790dc1:0%22	https://www.greenfacility.in/images/blog-img/inner-3.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/inner-3.jpg	(from https://www.greenfacility.in/best-practices-in-mumbai.aspx)
09:04:15	36179/36179	---M--	200	added ('OK')	image/jpeg	etag:%222cf417d790dc1:0%22	https://www.greenfacility.in/images/blog-img/inner-4.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/inner-4.jpg	(from https://www.greenfacility.in/best-practices-in-mumbai.aspx)
09:04:17	37602/37602	---M--	200	added ('OK')	image/jpeg	etag:%2275109c7d790dc1:0%22	https://www.greenfacility.in/images/blog-img/inner-5.jpg	C:/Users/Abhiram%20Bharadwaj/Pictures/Greenfacility.in/www.greenfacility.in/images/blog-img/inner-5.jpg	(from https://www.greenfacility.in/significance-of-housekiping.aspx)
